paper_id,title,authors,publication_year,venue,doi_or_stable_identifier,authoritative_url,full_text_url,dataset,exact_subset,research_task,learning_setting,operating_condition_treatment,model,split_strategy,evaluation_unit,label_or_onset_definition,metrics,exact_reported_metric_values,metric_direction,evidence_location,result_scope,code_or_data_available,limitations,relevance_to_methodology,comparison_category,evidence_access_level,verification_status,direct_comparison_permitted,source_v3_id,source_v3_path,source_v3_sha256,access_date,notes
LIT-066,Time Series Anomaly Detection Using Generative Adversarial Networks,NR,2020,IEEE Big Data,arXiv:2009.07769,https://arxiv.org/abs/2009.07769,https://arxiv.org/abs/2009.07769,Univariate time-series benchmarks,Univariate time-series benchmarks,deep baseline,not_applicable_or_NR,NR,"TadGAN uses LSTM generators/critics, cycle consistency, reconstruction, and discriminator signals.",NR,NR,NR,NR,NR,NR,NR,NR,NR,Primarily univariate and computationally more fragile than classical or AE controls.,Supports leaving GANs outside the minimum viable ablation study.,D,full_text_verified,verified_for_context_only_metrics_not_reextracted,False,66,docs/research/Turbofan_Literature_Evidence_Matrix_100_Sources_v3.xlsx,ae173e281fbcbccae7da91920980f4d208a908d2f1a6a6dcfb54af5ebdf05ac3,2026-09-01,Different modality and protocols.
LIT-067,Unsupervised Anomaly Detection via Variational Auto-Encoder for Seasonal KPIs in Web Applications,NR,2018,The Web Conference,doi:10.1145/3178876.3185996,https://dl.acm.org/doi/10.1145/3178876.3185996,NR,Seasonal web KPIs,Seasonal web KPIs,deep baseline,not_applicable_or_NR,NR,"Donut modifies VAE training and reconstruction for missing, seasonal, unlabeled KPI data.",NR,NR,NR,NR,NR,NR,NR,NR,NR,Univariate seasonal KPI assumptions do not match multivariate run-to-failure engines.,VAE and missing-data background; not a priority comparator.,D,abstract_only,screening_only_no_numeric_use,False,67,docs/research/Turbofan_Literature_Evidence_Matrix_100_Sources_v3.xlsx,ae173e281fbcbccae7da91920980f4d208a908d2f1a6a6dcfb54af5ebdf05ac3,2026-09-01,"Different task, labels, and data."
LIT-068,Deep Semi-Supervised Anomaly Detection,NR,2020,ICLR,https://openreview.net/forum?id=HkgH0TEYwH,https://openreview.net/forum?id=HkgH0TEYwH,https://openreview.net/forum?id=HkgH0TEYwH,General semi-supervised anomaly detection,General semi-supervised anomaly detection,deep baseline,one-class,NR,Deep SAD extends one-class representation learning to exploit small sets of labeled anomalies.,NR,NR,NR,NR,NR,NR,NR,NR,NR,FD002 has no trustworthy cycle-level anomaly labels for supervised fitting.,"Clarifies why proxy labels should evaluate, not train, the primary unsupervised detector.",D,full_text_verified,verified_for_context_only_metrics_not_reextracted,False,68,docs/research/Turbofan_Literature_Evidence_Matrix_100_Sources_v3.xlsx,ae173e281fbcbccae7da91920980f4d208a908d2f1a6a6dcfb54af5ebdf05ac3,2026-09-01,Requires labeled anomalies absent from FD002.
LIT-069,LUNAR: Unifying Local Outlier Detection Methods via Graph Neural Networks,NR,2022,AAAI,https://ojs.aaai.org/index.php/AAAI/article/view/20629,https://ojs.aaai.org/index.php/AAAI/article/view/20629,https://ojs.aaai.org/index.php/AAAI/article/view/20629,Tabular anomaly benchmarks,Tabular anomaly benchmarks,classical extension,not_applicable_or_NR,NR,"Frames KNN, LOF, and DBSCAN as message passing and learns a robust local-neighborhood anomaly ranker.",NR,NR,NR,NR,NR,NR,NR,NR,NR,Feature-based rather than sequential and requires trainable supervision signals constructed from neighborhoods.,Supports LOF as a serious control and a possible future learnable-local extension.,D,full_text_verified,verified_for_context_only_metrics_not_reextracted,False,69,docs/research/Turbofan_Literature_Evidence_Matrix_100_Sources_v3.xlsx,ae173e281fbcbccae7da91920980f4d208a908d2f1a6a6dcfb54af5ebdf05ac3,2026-09-01,Different representation and datasets.
LIT-070,Detecting Multivariate Time Series Anomalies with Zero Known Label,NR,2023,AAAI,https://ojs.aaai.org/index.php/AAAI/article/view/25623,https://ojs.aaai.org/index.php/AAAI/article/view/25623,https://ojs.aaai.org/index.php/AAAI/article/view/25623,Multivariate time-series benchmarks,Multivariate time-series benchmarks,deep baseline,not_applicable_or_NR,NR,MTGFlow uses a dynamic graph and entity-aware normalizing flow without assuming a perfectly clean nominal training set.,NR,NR,NR,NR,NR,NR,NR,NR,NR,Complexity is high and benchmark labels are unlike gradual FD002 onset proxies.,Evidence that contamination-robust training is possible; optional later comparator.,D,full_text_verified,verified_for_context_only_metrics_not_reextracted,False,70,docs/research/Turbofan_Literature_Evidence_Matrix_100_Sources_v3.xlsx,ae173e281fbcbccae7da91920980f4d208a908d2f1a6a6dcfb54af5ebdf05ac3,2026-09-01,Different datasets and anomaly semantics.
LIT-071,Time Series Anomaly Detection with Multiresolution Ensemble Decoding,NR,2021,AAAI,https://ojs.aaai.org/index.php/AAAI/article/view/17152,https://ojs.aaai.org/index.php/AAAI/article/view/17152,https://ojs.aaai.org/index.php/AAAI/article/view/17152,Time-series anomaly benchmarks,Time-series anomaly benchmarks,deep baseline,unsupervised or method-dependent; exact training supervision NR,NR,RAMED uses recurrent autoencoders with multiple decoder resolutions and coarse-to-fine fusion to reduce error accumulation.,NR,NR,NR,NR,NR,NR,NR,NR,NR,More complex than the registered LSTM-AE and not condition-aware.,Architecture alternative only if the simple LSTM-AE underperforms after a fair refit.,D,full_text_verified,verified_for_context_only_metrics_not_reextracted,False,71,docs/research/Turbofan_Literature_Evidence_Matrix_100_Sources_v3.xlsx,ae173e281fbcbccae7da91920980f4d208a908d2f1a6a6dcfb54af5ebdf05ac3,2026-09-01,Different datasets and protocol.
LIT-072,DCdetector: Dual Attention Contrastive Representation Learning for Time Series Anomaly Detection,NR,2023,ACM KDD,doi:10.1145/3580305.3599295,https://dl.acm.org/doi/10.1145/3580305.3599295,NR,Time-series anomaly benchmarks,Time-series anomaly benchmarks,deep baseline,not_applicable_or_NR,NR,Uses multi-scale dual attention and pure contrastive learning rather than reconstruction.,NR,NR,NR,NR,NR,NR,NR,NR,NR,Reported rankings can depend on evaluation conventions; model is not needed to answer the current causal preprocessing question.,"Modern non-reconstruction baseline for discussion, not immediate implementation.",D,abstract_only,screening_only_no_numeric_use,False,72,docs/research/Turbofan_Literature_Evidence_Matrix_100_Sources_v3.xlsx,ae173e281fbcbccae7da91920980f4d208a908d2f1a6a6dcfb54af5ebdf05ac3,2026-09-01,Different datasets and evaluation conventions.
LIT-073,TimeSeriesBench: An Industrial-Grade Benchmark for Time Series Anomaly Detection Models,NR,2024,arXiv / benchmark release,arXiv:2402.10802,https://arxiv.org/abs/2402.10802,https://arxiv.org/abs/2402.10802,Industrial-scale time-series anomaly evaluation,Industrial-scale time-series anomaly evaluation,evaluation,not_applicable_or_NR,NR,"Evaluates unified-model, unseen-series, and practical metric settings across more than 168 configurations.",NR,NR,NR,NR,NR,NR,NR,NR,NR,Software-system time series and preprint status; not a direct FD002 comparison.,"Supports unseen-engine evaluation, operational constraints, and resisting per-series overfitting.",D,full_text_verified,verified_for_context_only_metrics_not_reextracted,False,73,docs/research/Turbofan_Literature_Evidence_Matrix_100_Sources_v3.xlsx,ae173e281fbcbccae7da91920980f4d208a908d2f1a6a6dcfb54af5ebdf05ac3,2026-09-01,Different domains and evaluation units.
LIT-074,TSB-UAD: An End-to-End Benchmark Suite for Univariate Time-Series Anomaly Detection,NR,2022,PVLDB,doi:10.14778/3529337.3529354,https://dl.acm.org/doi/10.14778/3529337.3529354,NR,Large univariate TSAD benchmark suite,Large univariate TSAD benchmark suite,evaluation,not_applicable_or_NR,NR,Standardizes many datasets and methods in a reproducible end-to-end benchmark.,NR,NR,NR,NR,NR,NR,NR,NR,NR,Univariate benchmark; FD002 is multivariate and engine-grouped.,Benchmark-design precedent and evidence that reproducibility infrastructure is part of the contribution.,D,abstract_only,screening_only_no_numeric_use,False,74,docs/research/Turbofan_Literature_Evidence_Matrix_100_Sources_v3.xlsx,ae173e281fbcbccae7da91920980f4d208a908d2f1a6a6dcfb54af5ebdf05ac3,2026-09-01,Different benchmark scope.
LIT-075,TimeEval: A Benchmarking Toolkit for Time Series Anomaly Detection Algorithms,Phillip Wenig; Sebastian Schmidl; Thorsten Papenbrock,2022,PVLDB,doi:10.14778/3554821.3554873,https://timeeval.github.io/evaluation-paper/,NR,Reproducible TSAD experimentation,Reproducible TSAD experimentation,evaluation,not_applicable_or_NR,NR,"Provides an extensible automated framework for comparable detector, dataset, runtime, and metric experiments.",NR,NR,NR,NR,NR,NR,NR,NR,NR,A toolkit does not solve FD002 label ambiguity or define engine-level operational metrics.,"Motivates versioned configs, common interfaces, and repeatable experiment execution.",D,metadata_only,screening_only_no_numeric_use,False,75,docs/research/Turbofan_Literature_Evidence_Matrix_100_Sources_v3.xlsx,ae173e281fbcbccae7da91920980f4d208a908d2f1a6a6dcfb54af5ebdf05ac3,2026-09-01,Tooling paper.
LIT-076,Evaluating Real-time Anomaly Detection Algorithms: The Numenta Anomaly Benchmark,NR,2015,arXiv / NAB,arXiv:1510.03336,https://arxiv.org/abs/1510.03336,NR,Streaming univariate time series,Streaming univariate time series,evaluation,not_applicable_or_NR,NR,Defines time-sensitive anomaly windows and rewards early detection while penalizing false positives.,NR,NR,NR,NR,NR,NR,NR,NR,NR,Univariate streaming benchmark and application-weighted score are not directly transferable.,Supports explicit lead-time and false-alert trade-offs instead of F1 alone.,D,abstract_only,screening_only_no_numeric_use,False,76,docs/research/Turbofan_Literature_Evidence_Matrix_100_Sources_v3.xlsx,ae173e281fbcbccae7da91920980f4d208a908d2f1a6a6dcfb54af5ebdf05ac3,2026-09-01,Different scoring function and data.
LIT-077,Local Evaluation of Time Series Anomaly Detection Algorithms,NR,2022,ACM KDD,doi:10.1145/3534678.3539339,https://dl.acm.org/doi/10.1145/3534678.3539339,NR,Event/range anomaly evaluation,Event/range anomaly evaluation,evaluation,not_applicable_or_NR,NR,Introduces affiliation precision/recall using distances between predicted and true event sets with local interpretation.,NR,NR,NR,NR,NR,NR,NR,NR,NR,"Still requires meaningful labeled event ranges, which FD002 does not provide directly.",Candidate event-level sensitivity metric after proxy intervals are explicitly declared.,D,abstract_only,screening_only_no_numeric_use,False,77,docs/research/Turbofan_Literature_Evidence_Matrix_100_Sources_v3.xlsx,ae173e281fbcbccae7da91920980f4d208a908d2f1a6a6dcfb54af5ebdf05ac3,2026-09-01,Defines metrics rather than a comparable detector.
LIT-078,PATE: Proximity-Aware Time Series Anomaly Evaluation,NR,2024,ACM KDD,doi:10.1145/3637528.3671971,https://dl.acm.org/doi/10.1145/3637528.3671971,NR,Time-series anomaly intervals,Time-series anomaly intervals,evaluation,not_applicable_or_NR,NR,Weights early and delayed detections using buffer zones and provides proximity-aware area under precision-recall.,NR,NR,NR,NR,NR,NR,NR,NR,NR,Parameters and interval semantics must be fixed before seeing test results.,Optional temporal metric for onset sensitivity and early-warning analysis.,D,abstract_only,screening_only_no_numeric_use,False,78,docs/research/Turbofan_Literature_Evidence_Matrix_100_Sources_v3.xlsx,ae173e281fbcbccae7da91920980f4d208a908d2f1a6a6dcfb54af5ebdf05ac3,2026-09-01,Defines an evaluation measure.
LIT-079,Do You Know Existing Accuracy Metrics Overrate Time-Series Anomaly Detections?,NR,2022,ACM SAC,doi:10.1145/3477314.3507024,https://dl.acm.org/doi/10.1145/3477314.3507024,NR,Time-series anomaly metrics,Time-series anomaly metrics,evaluation,not_applicable_or_NR,NR,Shows common range and point-adjusted metrics can overrate imprecise detections; proposes enhanced temporal precision/recall.,NR,NR,NR,NR,NR,NR,NR,NR,NR,No metric removes the need to define the operational meaning of an event.,Reinforces the ban on point-adjusted headline F1 and need for multiple transparent metrics.,D,abstract_only,screening_only_no_numeric_use,False,79,docs/research/Turbofan_Literature_Evidence_Matrix_100_Sources_v3.xlsx,ae173e281fbcbccae7da91920980f4d208a908d2f1a6a6dcfb54af5ebdf05ac3,2026-09-01,Evaluation-method paper.
LIT-080,"Position: Quo Vadis, Unsupervised Time Series Anomaly Detection?",NR,2024,ICML position paper / arXiv,arXiv:2405.02678,https://arxiv.org/abs/2405.02678,https://arxiv.org/abs/2405.02678,Unsupervised TSAD research practice,Unsupervised TSAD research practice,evaluation,not_applicable_or_NR,NR,"Critiques flawed metrics, inconsistent benchmark practices, and weak justification for deep architectural complexity.",NR,NR,NR,NR,NR,NR,NR,NR,NR,"Position paper rather than a detector benchmark; conclusions should guide protocol, not replace evidence.","Supports simple strong controls, ablation-driven complexity, and claim restraint.",D,full_text_verified,verified_for_context_only_metrics_not_reextracted,False,80,docs/research/Turbofan_Literature_Evidence_Matrix_100_Sources_v3.xlsx,ae173e281fbcbccae7da91920980f4d208a908d2f1a6a6dcfb54af5ebdf05ac3,2026-09-01,Methodological critique.
LIT-081,Optimal Detection of Changepoints With a Linear Computational Cost,NR,2012,Journal of the American Statistical Association,https://www.tandfonline.com/doi/full/10.1080/01621459.2012.737745,https://www.tandfonline.com/doi/full/10.1080/01621459.2012.737745,NR,General offline change-point detection,General offline change-point detection,change-point/onset estimation,not_applicable_or_NR,NR,"Introduces PELT, an exact penalized segmentation algorithm with linear expected cost under stated conditions.",NR,NR,NR,NR,NR,NR,NR,NR,NR,"Offline segmentation gives an estimated statistical change, not physical degradation ground truth.",Transparent auxiliary onset-sensitivity baseline on engine-level score trajectories.,D,abstract_only,screening_only_no_numeric_use,False,81,docs/research/Turbofan_Literature_Evidence_Matrix_100_Sources_v3.xlsx,ae173e281fbcbccae7da91920980f4d208a908d2f1a6a6dcfb54af5ebdf05ac3,2026-09-01,Onset-estimation method.
LIT-082,Bayesian Online Changepoint Detection,NR,2007,arXiv,arXiv:0710.3742,https://arxiv.org/abs/0710.3742,NR,Sequential probabilistic change detection,Sequential probabilistic change detection,change-point/onset estimation,not_applicable_or_NR,NR,Maintains a posterior over run length to infer the most recent generative-parameter change online.,NR,NR,NR,NR,NR,NR,NR,NR,NR,Requires a predictive model and hazard prior; estimated change remains model-dependent.,"Future online onset comparator, not primary evaluation ground truth.",D,abstract_only,screening_only_no_numeric_use,False,82,docs/research/Turbofan_Literature_Evidence_Matrix_100_Sources_v3.xlsx,ae173e281fbcbccae7da91920980f4d208a908d2f1a6a6dcfb54af5ebdf05ac3,2026-09-01,Change-detection method.
LIT-083,Selective Review of Offline Change Point Detection Methods,NR,2020,Signal Processing,https://www.sciencedirect.com/science/article/pii/S0165168419303494,https://www.sciencedirect.com/science/article/pii/S0165168419303494,https://www.sciencedirect.com/science/article/pii/S0165168419303494,Multivariate offline change-point detection,Multivariate offline change-point detection,change-point/onset estimation,not_applicable_or_NR,NR,"Organizes methods by cost function, search, and constraint; links theory to the ruptures implementation.",NR,NR,NR,NR,NR,NR,NR,NR,NR,A broad review; method selection and calibration remain application-specific.,Decision guide for any auxiliary change-point onset analysis.,D,full_text_verified,verified_for_context_only_metrics_not_reextracted,False,83,docs/research/Turbofan_Literature_Evidence_Matrix_100_Sources_v3.xlsx,ae173e281fbcbccae7da91920980f4d208a908d2f1a6a6dcfb54af5ebdf05ac3,2026-09-01,Review paper.
LIT-084,Change-Point Detection in Time-Series Data by Relative Density-Ratio Estimation,NR,2013,Neural Networks,arXiv:1203.0453,https://arxiv.org/abs/1203.0453,NR,General time series,General time series,change-point/onset estimation,not_applicable_or_NR,NR,Estimates relative Pearson divergence directly between neighboring windows without separately estimating densities.,NR,NR,NR,NR,NR,NR,NR,NR,NR,Window and regularization choices affect onset; not a true FD002 label.,Nonparametric auxiliary onset method for sensitivity checks.,D,abstract_only,screening_only_no_numeric_use,False,84,docs/research/Turbofan_Literature_Evidence_Matrix_100_Sources_v3.xlsx,ae173e281fbcbccae7da91920980f4d208a908d2f1a6a6dcfb54af5ebdf05ac3,2026-09-01,Change-point method.
LIT-085,Kernel Change-Point Detection,NR,2012,arXiv / HAL,https://hal.science/hal-00671174v1/document,https://hal.science/hal-00671174v1/document,https://hal.science/hal-00671174v1/document,General multivariate sequences,General multivariate sequences,change-point/onset estimation,not_applicable_or_NR,NR,Uses kernel representations and model selection to find distributional changes beyond mean shifts.,NR,NR,NR,NR,NR,NR,NR,NR,NR,Computational and kernel-selection sensitivity; estimated changes are not physical labels.,Possible non-linear onset comparator after the primary fixed-proxy analysis.,D,full_text_verified,verified_for_context_only_metrics_not_reextracted,False,85,docs/research/Turbofan_Literature_Evidence_Matrix_100_Sources_v3.xlsx,ae173e281fbcbccae7da91920980f4d208a908d2f1a6a6dcfb54af5ebdf05ac3,2026-09-01,Change-point method.
LIT-086,Control Chart Tests Based on Geometric Moving Averages,NR,1959,Technometrics,doi:10.1080/00401706.1959.10489860,https://www.tandfonline.com/doi/abs/10.1080/00401706.1959.10489860,NR,Statistical process monitoring,Statistical process monitoring,dynamic threshold,not_applicable_or_NR,NR,Foundational exponentially/geometrically weighted moving-average monitoring for small process shifts.,NR,NR,NR,NR,NR,NR,NR,NR,NR,Classical assumptions do not automatically hold for autocorrelated learned anomaly scores.,"Foundational citation and motivation for EWMA ablation, not proof that EWMA improves FD002.",D,abstract_only,screening_only_no_numeric_use,False,86,docs/research/Turbofan_Literature_Evidence_Matrix_100_Sources_v3.xlsx,ae173e281fbcbccae7da91920980f4d208a908d2f1a6a6dcfb54af5ebdf05ac3,2026-09-01,Foundational method.
LIT-087,Continuous Inspection Schemes,NR,1954,Biometrika,https://academic.oup.com/biomet/article-abstract/41/1-2/100/456627,https://academic.oup.com/biomet/article-abstract/41/1-2/100/456627,NR,Sequential quality control,Sequential quality control,dynamic threshold,not_applicable_or_NR,NR,Introduces cumulative-sum inspection logic for persistent sequential shifts.,NR,NR,NR,NR,NR,NR,NR,NR,NR,CUSUM requires a declared in-control distribution and tuning for score dependence.,Comparator to persistence/EWMA if threshold study budget permits.,D,metadata_only,screening_only_no_numeric_use,False,87,docs/research/Turbofan_Literature_Evidence_Matrix_100_Sources_v3.xlsx,ae173e281fbcbccae7da91920980f4d208a908d2f1a6a6dcfb54af5ebdf05ac3,2026-09-01,Foundational method.
LIT-088,Learning from Time-Changing Data with Adaptive Windowing,NR,2007,SIAM International Conference on Data Mining,doi:10.1137/1.9781611972771.42,https://epubs.siam.org/doi/10.1137/1.9781611972771.42,NR,Streaming concept drift,Streaming concept drift,online drift,not_applicable_or_NR,NR,ADWIN adapts the window length from statistically detected changes rather than a fixed update horizon.,NR,NR,NR,NR,NR,NR,NR,NR,NR,Blind adaptation can still learn degradation; detector updates need a healthy-state gate.,Evidence for explicit drift logic if online recalibration is studied later.,D,abstract_only,screening_only_no_numeric_use,False,88,docs/research/Turbofan_Literature_Evidence_Matrix_100_Sources_v3.xlsx,ae173e281fbcbccae7da91920980f4d208a908d2f1a6a6dcfb54af5ebdf05ac3,2026-09-01,Drift method.
LIT-089,A Survey on Concept Drift Adaptation,NR,2014,ACM Computing Surveys,doi:10.1145/2523813,https://dl.acm.org/doi/10.1145/2523813,NR,Adaptive learning under drift,Adaptive learning under drift,online drift,not_applicable_or_NR,NR,"Taxonomizes drift detection, adaptation strategies, evaluation, and application settings.",NR,NR,NR,NR,NR,NR,NR,NR,NR,Concept drift is not identical to irreversible degradation and supervised framing often differs.,Frames safe adaptation as a separate research problem rather than default threshold updating.,D,abstract_only,screening_only_no_numeric_use,False,89,docs/research/Turbofan_Literature_Evidence_Matrix_100_Sources_v3.xlsx,ae173e281fbcbccae7da91920980f4d208a908d2f1a6a6dcfb54af5ebdf05ac3,2026-09-01,Review paper.
LIT-090,Why Should I Trust You?: Explaining the Predictions of Any Classifier,NR,2016,ACM KDD,doi:10.1145/2939672.2939778,https://dl.acm.org/doi/10.1145/2939672.2939778,NR,Model-agnostic local explanation,Model-agnostic local explanation,explainability,not_applicable_or_NR,NR,"Introduces LIME, fitting an interpretable local surrogate around an individual prediction.",NR,NR,NR,NR,NR,NR,NR,NR,NR,"Local surrogate fidelity and perturbation design are crucial, especially for correlated sequences.",Supports explicit fidelity checks and cautions against relabeling heuristics as explanations.,D,abstract_only,screening_only_no_numeric_use,False,90,docs/research/Turbofan_Literature_Evidence_Matrix_100_Sources_v3.xlsx,ae173e281fbcbccae7da91920980f4d208a908d2f1a6a6dcfb54af5ebdf05ac3,2026-09-01,Explanation method.
LIT-091,Axiomatic Attribution for Deep Networks,NR,2017,ICML / PMLR,https://proceedings.mlr.press/v70/sundararajan17a.html,https://proceedings.mlr.press/v70/sundararajan17a.html,https://proceedings.mlr.press/v70/sundararajan17a.html,Deep neural networks,Deep neural networks,explainability,not_applicable_or_NR,NR,Introduces Integrated Gradients using sensitivity and implementation-invariance axioms.,NR,NR,NR,NR,NR,NR,NR,NR,NR,"Attributions depend on the baseline and explain a scalar model output, not necessarily a causal fault.",Possible native attribution for the frozen differentiable anomaly score after reconstruction contributions.,D,full_text_verified,verified_for_context_only_metrics_not_reextracted,False,91,docs/research/Turbofan_Literature_Evidence_Matrix_100_Sources_v3.xlsx,ae173e281fbcbccae7da91920980f4d208a908d2f1a6a6dcfb54af5ebdf05ac3,2026-09-01,Explanation method.
LIT-092,Learning Important Features Through Propagating Activation Differences,NR,2017,ICML / PMLR,https://proceedings.mlr.press/v70/shrikumar17a.html,https://proceedings.mlr.press/v70/shrikumar17a.html,https://proceedings.mlr.press/v70/shrikumar17a.html,Deep neural networks,Deep neural networks,explainability,not_applicable_or_NR,NR,DeepLIFT decomposes output differences from a reference activation into feature contributions.,NR,NR,NR,NR,NR,NR,NR,NR,NR,Reference choice and network operation rules affect interpretation.,Secondary native-gradient-style explainer if a scalar score explanation is needed.,D,full_text_verified,verified_for_context_only_metrics_not_reextracted,False,92,docs/research/Turbofan_Literature_Evidence_Matrix_100_Sources_v3.xlsx,ae173e281fbcbccae7da91920980f4d208a908d2f1a6a6dcfb54af5ebdf05ac3,2026-09-01,Explanation method.
LIT-093,TimeSHAP: Explaining Recurrent Models through Sequence Perturbations,NR,2021,ACM KDD,doi:10.1145/3447548.3467166,https://dl.acm.org/doi/10.1145/3447548.3467166,https://dl.acm.org/doi/10.1145/3447548.3467166,Recurrent sequence models,Recurrent sequence models,explainability,not_applicable_or_NR,NR,"Extends KernelSHAP to feature-, event-, and cell-level attributions with sequence pruning.",NR,NR,NR,NR,NR,NR,NR,NR,NR,"Computational cost, perturbation realism, and correlated sensor-time inputs can weaken fidelity.","Most relevant optional SHAP-family method for an LSTM, after native contribution maps are validated.",D,full_text_verified,verified_for_context_only_metrics_not_reextracted,False,93,docs/research/Turbofan_Literature_Evidence_Matrix_100_Sources_v3.xlsx,ae173e281fbcbccae7da91920980f4d208a908d2f1a6a6dcfb54af5ebdf05ac3,2026-09-01,Explanation method.
LIT-094,Explaining Anomalies Detected by Autoencoders Using SHAP,NR,2021,Expert Systems with Applications,doi:10.1016/j.eswa.2021.115736,https://dl.acm.org/doi/10.1016/j.eswa.2021.115736,https://dl.acm.org/doi/10.1016/j.eswa.2021.115736,Autoencoder anomaly detection,Autoencoder anomaly detection,explainability,unsupervised or method-dependent; exact training supervision NR,NR,Uses KernelSHAP around an autoencoder anomaly score to show features increasing or offsetting anomalousness.,NR,NR,NR,NR,NR,NR,NR,NR,NR,Perturbations and surrogate fidelity must be validated; explanations are not root-cause proof.,Direct precedent for optional AE-SHAP after removing the current placeholder payload.,D,full_text_verified,verified_for_context_only_metrics_not_reextracted,False,94,docs/research/Turbofan_Literature_Evidence_Matrix_100_Sources_v3.xlsx,ae173e281fbcbccae7da91920980f4d208a908d2f1a6a6dcfb54af5ebdf05ac3,2026-09-01,Explanation method.
LIT-095,Feature Bagging for Outlier Detection,NR,2005,ACM KDD,doi:10.1145/1081870.1081891,https://dl.acm.org/doi/10.1145/1081870.1081891,NR,High-dimensional outlier detection,High-dimensional outlier detection,ensemble,not_applicable_or_NR,NR,Combines outlier detectors trained on random feature subsets to improve robustness in noisy high dimensions.,NR,NR,NR,NR,NR,NR,NR,NR,NR,Random sensor subsets may destroy important temporal/physical dependencies.,Historical ensemble precedent; supports ablation before assuming fusion helps.,D,abstract_only,screening_only_no_numeric_use,False,95,docs/research/Turbofan_Literature_Evidence_Matrix_100_Sources_v3.xlsx,ae173e281fbcbccae7da91920980f4d208a908d2f1a6a6dcfb54af5ebdf05ac3,2026-09-01,Different datasets and representations.
LIT-096,LSCP: Locally Selective Combination in Parallel Outlier Ensembles,NR,2019,SIAM International Conference on Data Mining,doi:10.1137/1.9781611975673.66,https://epubs.siam.org/doi/10.1137/1.9781611975673.66,https://epubs.siam.org/doi/10.1137/1.9781611975673.66,General unsupervised outlier detection,General unsupervised outlier detection,ensemble,not_applicable_or_NR,NR,Selects locally competent base outlier detectors before combining their scores.,NR,NR,NR,NR,NR,NR,NR,NR,NR,Competence estimation without ground truth adds complexity and possible overfitting.,"Evidence that fusion is a model-selection problem, not a free performance gain.",D,full_text_verified,verified_for_context_only_metrics_not_reextracted,False,96,docs/research/Turbofan_Literature_Evidence_Matrix_100_Sources_v3.xlsx,ae173e281fbcbccae7da91920980f4d208a908d2f1a6a6dcfb54af5ebdf05ac3,2026-09-01,Different data and selection protocol.
LIT-097,SUOD: Accelerating Large-Scale Unsupervised Heterogeneous Outlier Detection,NR,2021,MLSys,https://proceedings.mlsys.org/paper_files/paper/2021/file/37385144cac01dff38247ab11c119e3c-Paper.pdf,https://proceedings.mlsys.org/paper_files/paper/2021/file/37385144cac01dff38247ab11c119e3c-Paper.pdf,https://proceedings.mlsys.org/paper_files/paper/2021/file/37385144cac01dff38247ab11c119e3c-Paper.pdf,Large heterogeneous outlier ensembles,Large heterogeneous outlier ensembles,ensemble,not_applicable_or_NR,NR,"Accelerates many heterogeneous detectors using data reduction, model approximation, and balanced scheduling.",NR,NR,NR,NR,NR,NR,NR,NR,NR,An acceleration system does not establish that an ensemble improves scientific validity.,Scaling option only if many detector variants are later justified.,D,full_text_verified,verified_for_context_only_metrics_not_reextracted,False,97,docs/research/Turbofan_Literature_Evidence_Matrix_100_Sources_v3.xlsx,ae173e281fbcbccae7da91920980f4d208a908d2f1a6a6dcfb54af5ebdf05ac3,2026-09-01,Different goal and datasets.
LIT-098,Interpreting and Unifying Outlier Scores,NR,2011,SIAM International Conference on Data Mining,doi:10.1137/1.9781611972818.2,https://epubs.siam.org/doi/10.1137/1.9781611972818.2,https://epubs.siam.org/doi/10.1137/1.9781611972818.2,General outlier scoring,General outlier scoring,score calibration,not_applicable_or_NR,NR,Maps heterogeneous arbitrary outlier factors to a common interpretable range before comparison or combination.,NR,NR,NR,NR,NR,NR,NR,NR,NR,Probability-like normalization is model-based and not guaranteed to be calibrated probability.,Direct support for frozen training-fitted score calibration before any fusion.,D,full_text_verified,verified_for_context_only_metrics_not_reextracted,False,98,docs/research/Turbofan_Literature_Evidence_Matrix_100_Sources_v3.xlsx,ae173e281fbcbccae7da91920980f4d208a908d2f1a6a6dcfb54af5ebdf05ac3,2026-09-01,Score-transformation method.
LIT-099,Explainable Deep One-Class Classification,NR,2021,ICLR,https://openreview.net/forum?id=A5VV3UyIQz,https://openreview.net/forum?id=A5VV3UyIQz,https://openreview.net/forum?id=A5VV3UyIQz,Image anomaly detection,Image anomaly detection,explainability,one-class,NR,FCDD makes a fully convolutional one-class output map serve directly as an anomaly explanation map.,NR,NR,NR,NR,NR,NR,NR,NR,NR,Image-specific architecture; not directly applicable to 30-by-21 sensor sequences.,Evidence that explanation can be native to the detector rather than a mislabeled post-hoc heuristic.,D,full_text_verified,verified_for_context_only_metrics_not_reextracted,False,99,docs/research/Turbofan_Literature_Evidence_Matrix_100_Sources_v3.xlsx,ae173e281fbcbccae7da91920980f4d208a908d2f1a6a6dcfb54af5ebdf05ac3,2026-09-01,Different modality.
